시간,유형,메시지
"오후 12:33:37","success","[9/948] 반구2동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (3m)"
"오후 12:33:37","info","[9/948] 반구2동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 6 m"
"오후 12:33:37","warning","[9/948] 반구2동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:37","success","[9/948] 반구2동 행정복지센터 : 변환 성공"
"오후 12:33:37","info","[10/948] 복산1동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 북부순환도로610"""
"오후 12:33:37","info","[10/948] 복산1동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:37","success","[10/948] 복산1동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:37","success","[10/948] 복산1동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:37","info","[10/948] 복산1동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 복산1동 행정복지센터"""
"오후 12:33:37","success","[10/948] 복산1동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 12:33:37","info","[10/948] 복산1동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 9 m"
"오후 12:33:37","warning","[10/948] 복산1동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:37","success","[10/948] 복산1동 행정복지센터 : 변환 성공"
"오후 12:33:37","info","[11/948] 약사동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 중앙길 199"""
"오후 12:33:37","info","[11/948] 약사동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:38","success","[11/948] 약사동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:38","success","[11/948] 약사동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:38","info","[11/948] 약사동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 약사동 행정복지센터"""
"오후 12:33:38","warning","[11/948] 약사동 행정복지센터 : [DOUBLE-CHECK] 시설명 위치와 불일치 (1868m)"
"오후 12:33:38","info","[11/948] 약사동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 1881 m"
"오후 12:33:38","warning","[11/948] 약사동 행정복지센터 : 좌표 불일치(1881m) -> 검색 좌표 우선 적용"
"오후 12:33:38","success","[11/948] 약사동 행정복지센터 : 변환 성공"
"오후 12:33:38","info","[12/948] 우정동행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 장춘로 30"""
"오후 12:33:38","info","[12/948] 우정동행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:38","success","[12/948] 우정동행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:38","success","[12/948] 우정동행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:38","info","[12/948] 우정동행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 우정동행정복지센터"""
"오후 12:33:38","success","[12/948] 우정동행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오후 12:33:38","info","[12/948] 우정동행정복지센터 : 입력좌표 vs 검색좌표 거리 = 16 m"
"오후 12:33:38","warning","[12/948] 우정동행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:38","success","[12/948] 우정동행정복지센터 : 변환 성공"
"오후 12:33:38","info","[13/948] 중앙동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 중앙길 199"""
"오후 12:33:38","info","[Cache] 지오코딩 결과 재사용: ""울산광역시 중구 중앙길 199"""
"오후 12:33:38","info","[13/948] 중앙동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:38","info","[Cache] 역지오코딩 결과 재사용: 35.557459,129.324058"
"오후 12:33:38","success","[13/948] 중앙동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:38","success","[13/948] 중앙동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:38","info","[13/948] 중앙동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 중앙동 행정복지센터"""
"오후 12:33:38","success","[13/948] 중앙동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (7m)"
"오후 12:33:38","info","[13/948] 중앙동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 6 m"
"오후 12:33:38","warning","[13/948] 중앙동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:38","success","[13/948] 중앙동 행정복지센터 : 변환 성공"
"오후 12:33:38","info","[14/948] 태화동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 유곡로 45"""
"오후 12:33:39","info","[14/948] 태화동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:39","success","[14/948] 태화동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:39","success","[14/948] 태화동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:39","info","[14/948] 태화동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 태화동 행정복지센터"""
"오후 12:33:39","success","[14/948] 태화동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 12:33:39","info","[14/948] 태화동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 22 m"
"오후 12:33:39","warning","[14/948] 태화동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:39","success","[14/948] 태화동 행정복지센터 : 변환 성공"
"오후 12:33:39","info","[15/948] 학성동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 구교로 92"""
"오후 12:33:39","info","[15/948] 학성동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:39","success","[15/948] 학성동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:39","success","[15/948] 학성동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:39","info","[15/948] 학성동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 학성동 행정복지센터"""
"오후 12:33:39","success","[15/948] 학성동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (26m)"
"오후 12:33:39","info","[15/948] 학성동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 56 m"
"오후 12:33:39","warning","[15/948] 학성동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:39","success","[15/948] 학성동 행정복지센터 : 변환 성공"
"오후 12:33:39","info","[16/948] 다운동 행정복지센터 : 주소 검색 시도[road]-> ""울산광역시 중구 운곡길 6"""
"오후 12:33:40","info","[16/948] 다운동 행정복지센터 : 역지오코딩 검증 중..."
"오후 12:33:40","success","[16/948] 다운동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:40","success","[16/948] 다운동 행정복지센터 : 주소 검색 성공[road]"
"오후 12:33:40","info","[16/948] 다운동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 다운동 행정복지센터"""
"오후 12:33:40","success","[16/948] 다운동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (3m)"
"오후 12:33:40","info","[16/948] 다운동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 15 m"
"오후 12:33:40","warning","[16/948] 다운동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:40","success","[16/948] 다운동 행정복지센터 : 변환 성공"
"오후 12:33:40","info","[17/948] 중구보건소 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 외솔큰길 225"""
"오후 12:33:40","info","[17/948] 중구보건소 화장실 : 역지오코딩 검증 중..."
"오후 12:33:40","success","[17/948] 중구보건소 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:40","success","[17/948] 중구보건소 화장실 : 주소 검색 성공[road]"
"오후 12:33:40","info","[17/948] 중구보건소 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 중구보건소"""
"오후 12:33:40","success","[17/948] 중구보건소 화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (8m)"
"오후 12:33:40","info","[17/948] 중구보건소 화장실 : 입력좌표 vs 검색좌표 거리 = 10 m"
"오후 12:33:40","warning","[17/948] 중구보건소 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:40","success","[17/948] 중구보건소 화장실 : 변환 성공"
"오후 12:33:40","info","[18/948] 중구건강지원센터 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 태화로 95"""
"오후 12:33:40","info","[18/948] 중구건강지원센터 화장실 : 역지오코딩 검증 중..."
"오후 12:33:41","success","[18/948] 중구건강지원센터 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:41","success","[18/948] 중구건강지원센터 화장실 : 주소 검색 성공[road]"
"오후 12:33:41","info","[18/948] 중구건강지원센터 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 중구건강지원센터"""
"오후 12:33:41","success","[18/948] 중구건강지원센터 화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 12:33:41","info","[18/948] 중구건강지원센터 화장실 : 입력좌표 vs 검색좌표 거리 = 30 m"
"오후 12:33:41","warning","[18/948] 중구건강지원센터 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:41","success","[18/948] 중구건강지원센터 화장실 : 변환 성공"
"오후 12:33:41","info","[19/948] 종합운동장 보조경기장옥외 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 염포로 55"""
"오후 12:33:41","info","[19/948] 종합운동장 보조경기장옥외 화장실 : 역지오코딩 검증 중..."
"오후 12:33:41","success","[19/948] 종합운동장 보조경기장옥외 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:41","success","[19/948] 종합운동장 보조경기장옥외 화장실 : 주소 검색 성공[road]"
"오후 12:33:41","info","[19/948] 종합운동장 보조경기장옥외 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 종합운동장 보조경기장옥외"""
"오후 12:33:41","info","[19/948] 종합운동장 보조경기장옥외 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:41","info","[19/948] 종합운동장 보조경기장옥외 화장실 : 입력좌표 vs 검색좌표 거리 = 179 m"
"오후 12:33:41","warning","[19/948] 종합운동장 보조경기장옥외 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:41","success","[19/948] 종합운동장 보조경기장옥외 화장실 : 변환 성공"
"오후 12:33:41","info","[20/948] 종합운동장 서측옥외 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 염포로 55"""
"오후 12:33:41","info","[Cache] 지오코딩 결과 재사용: ""울산광역시 중구 염포로 55"""
"오후 12:33:41","info","[20/948] 종합운동장 서측옥외 화장실 : 역지오코딩 검증 중..."
"오후 12:33:41","info","[Cache] 역지오코딩 결과 재사용: 35.562322,129.347996"
"오후 12:33:41","success","[20/948] 종합운동장 서측옥외 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:41","success","[20/948] 종합운동장 서측옥외 화장실 : 주소 검색 성공[road]"
"오후 12:33:41","info","[20/948] 종합운동장 서측옥외 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 종합운동장 서측옥외"""
"오후 12:33:42","info","[20/948] 종합운동장 서측옥외 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:42","info","[20/948] 종합운동장 서측옥외 화장실 : 입력좌표 vs 검색좌표 거리 = 97 m"
"오후 12:33:42","warning","[20/948] 종합운동장 서측옥외 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:42","success","[20/948] 종합운동장 서측옥외 화장실 : 변환 성공"
"오후 12:33:42","info","[21/948] 종합운동장 동측옥외 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 염포로 55"""
"오후 12:33:42","info","[Cache] 지오코딩 결과 재사용: ""울산광역시 중구 염포로 55"""
"오후 12:33:42","info","[21/948] 종합운동장 동측옥외 화장실 : 역지오코딩 검증 중..."
"오후 12:33:42","info","[Cache] 역지오코딩 결과 재사용: 35.562322,129.347996"
"오후 12:33:42","success","[21/948] 종합운동장 동측옥외 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 12:33:42","success","[21/948] 종합운동장 동측옥외 화장실 : 주소 검색 성공[road]"
"오후 12:33:42","info","[21/948] 종합운동장 동측옥외 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 종합운동장 동측옥외"""
"오후 12:33:42","info","[21/948] 종합운동장 동측옥외 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:42","info","[21/948] 종합운동장 동측옥외 화장실 : 입력좌표 vs 검색좌표 거리 = 111 m"
"오후 12:33:42","warning","[21/948] 종합운동장 동측옥외 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 12:33:42","success","[21/948] 종합운동장 동측옥외 화장실 : 변환 성공"
"오후 12:33:42","info","[22/948] 대나무테마정원 화장실 : 주소 검색 시도[jibun]-> ""울산광역시 중구 태화동 107"""
"오후 12:33:42","info","[22/948] 대나무테마정원 화장실 : 역지오코딩 검증 중..."
"오후 12:33:42","success","[22/948] 대나무테마정원 화장실 : 역지오코딩 검증[GOOD] - 동일 중구 "
"오후 12:33:42","success","[22/948] 대나무테마정원 화장실 : 주소 검색 성공[jibun]"
"오후 12:33:42","info","[22/948] 대나무테마정원 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 대나무테마정원"""
"오후 12:33:42","warning","[22/948] 대나무테마정원 화장실 : [DOUBLE-CHECK] 시설명 위치와 불일치 (437m)"
"오후 12:33:42","info","[22/948] 대나무테마정원 화장실 : 입력좌표 vs 검색좌표 거리 = 163 m"
"오후 12:33:42","warning","[22/948] 대나무테마정원 화장실 : 좌표 불일치(163m) -> 검색 좌표 우선 적용"
"오후 12:33:42","success","[22/948] 대나무테마정원 화장실 : 변환 성공"
"오후 12:33:42","info","[23/948] 청소년푸른쉼터 화장실 : 주소 검색 시도[jibun]-> ""울산광역시 중구 성남동 309"""
"오후 12:33:43","info","[23/948] 청소년푸른쉼터 화장실 : 역지오코딩 검증 중..."
"오후 12:33:43","success","[23/948] 청소년푸른쉼터 화장실 : 역지오코딩 검증[GOOD] - 동일 중구 "
"오후 12:33:43","success","[23/948] 청소년푸른쉼터 화장실 : 주소 검색 성공[jibun]"
"오후 12:33:43","info","[23/948] 청소년푸른쉼터 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 청소년푸른쉼터"""
"오후 12:33:43","info","[23/948] 청소년푸른쉼터 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:43","info","[23/948] 청소년푸른쉼터 화장실 : 입력좌표 vs 검색좌표 거리 = 19 m"
"오후 12:33:43","success","[23/948] 청소년푸른쉼터 화장실 : 변환 성공"
"오후 12:33:43","info","[24/948] 옥교배수장 화장실 : 주소 검색 시도[jibun]-> ""울산광역시 중구 옥교동 15-3"""
"오후 12:33:43","info","[24/948] 옥교배수장 화장실 : 역지오코딩 검증 중..."
"오후 12:33:43","success","[24/948] 옥교배수장 화장실 : 역지오코딩 검증[GOOD] - 동일 중구 "
"오후 12:33:43","success","[24/948] 옥교배수장 화장실 : 주소 검색 성공[jibun]"
"오후 12:33:43","info","[24/948] 옥교배수장 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 옥교배수장"""
"오후 12:33:43","info","[24/948] 옥교배수장 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:43","info","[24/948] 옥교배수장 화장실 : 입력좌표 vs 검색좌표 거리 = 53 m"
"오후 12:33:43","success","[24/948] 옥교배수장 화장실 : 변환 성공"
"오후 12:33:43","info","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 종가로 362-12, 상수도사업본부 중부사업소"""
"오후 12:33:44","info","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 역지오코딩 검증 중..."
"오후 12:33:44","success","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 역지오코딩 검증[GOOD] - 동일 중구 "
"오후 12:33:44","success","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 주소 검색 성공[road]"
"오후 12:33:44","info","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 상수도사업본부 중부사업소 실내"""
"오후 12:33:44","info","[25/948] 상수도사업본부 중부사업소 실내 화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 12:33:44","info","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 입력좌표 vs 검색좌표 거리 = 9 m"
"오후 12:33:44","success","[25/948] 상수도사업본부 중부사업소 실내 화장실 : 변환 성공"
"오후 12:33:44","info","[26/948] 가구삼거리화장실 : 주소 검색 시도[road]-> ""울산광역시 중구 학성동 183"""
"오후 12:33:44","info","[26/948] 가구삼거리화장실 : 역지오코딩 검증 중..."
"오후 12:33:44","success","[26/948] 가구삼거리화장실 : 역지오코딩 검증[GOOD] - 동일 중구 "
"오후 12:33:44","success","[26/948] 가구삼거리화장실 : 주소 검색 성공[road]"
"오후 12:33:44","info","[26/948] 가구삼거리화장실 : 시설명 교차 검증 중 [Phase B] -> ""울산광역시 가구삼거리"""
"오후 12:33:44","warning","[26/948] 가구삼거리화장실 : [DOUBLE-CHECK] 시설명 위치와 불일치 (263m)"
"오후 12:33:44","info","[26/948] 가구삼거리화장실 : 입력좌표 vs 검색좌표 거리 = 160 m"
"오후 12:33:44","warning","[26/948] 가구삼거리화장실 : 좌표 불일치(160m) -> 검색 좌표 우선 적용"
"오후 12:33:44","success","[26/948] 가구삼거리화장실 : 변환 성공"
"오후 12:33:44","info","[27/948] 동학관 : 주소 검색 시도[road]-> ""울산광역시 중구 원유곡길 106-1"""
"오후 12:33:44","info","[27/948] 동학관 : 역지오코딩 검증 중..."
"오후 12:33:45","success","[27/948] 동학관 : 역지오코딩 검증[PERFECT] - 주소 일치"
